TMIN,TMAX,IRRAD,RAIN,DVS,fertilizer,TGROWTHr,TRANRF,reward,WSO,val,nevents,year,ndays,location
6.143829787234043,15.86345744680851,12970585.10638298,0.14115425531914902,137.27598689688702,12.0,1538.0843069540126,139.7700989704039,-55.08796451928525,371.7924467151435,2.4073665142059326,5,1990,188,48;0
5.615853658536587,14.183756097560972,12845853.658536585,0.18976585365853668,143.7139150376271,18.0,2382.7259898579537,203.9701411059226,121.57305982345497,905.6456281021025,3.4900400638580322,8,1990,205,52;5.5
5.031280788177341,15.192660098522168,12830098.522167487,0.1128226600985222,131.8619493896937,6.0,1111.8836985490204,137.08265980357777,-11.12320849508157,238.19925531998254,2.3455750942230225,2,1991,203,48;0
4.575113122171946,13.253167420814483,12498325.791855203,0.16130769230769235,135.88361537884245,12.0,1994.1122225288696,198.6458637274719,107.38488950804299,763.000515121555,2.755815267562866,5,1991,221,52;5.5
5.318844221105528,15.69532663316584,12877537.688442212,0.11922613065326636,122.71531378774286,4.0,1132.674809793913,144.59625951867693,7.076825464304591,339.5311724557352,1.4715391397476196,2,1992,199,48;0
5.5105797101449285,14.004685990338162,12591787.439613527,0.18350724637681165,127.9374448215973,16.0,2232.5830420261973,202.42072340178174,100.56364736835073,890.0875729304191,3.1459860801696777,6,1992,207,52;5.5
5.688030303030303,15.234393939393932,12517575.757575758,0.1777323232323232,137.83575969458056,8.0,1849.4578480220257,184.65061398673788,66.26062981031758,731.0870981220222,2.5538156032562256,3,1993,198,48;0
5.183285714285715,14.10642857142857,12292095.238095239,0.17699999999999996,137.53384868277394,12.0,1773.3337352083759,184.2602695986878,12.929136622768112,610.1725014520352,1.6436136960983276,4,1993,210,52;5.5
6.127641025641028,15.1545641025641,13444153.846153846,0.2154358974358973,136.68706337689713,16.0,2286.77023967749,194.0,161.56635659833321,984.073230683568,3.4276742935180664,5,1994,195,48;0
5.174549763033175,13.679383886255929,12796303.317535546,0.2108388625592419,127.02405171068375,22.0,2475.879631722474,210.0,168.45450595799582,974.7636493565691,4.869638442993164,10,1994,211,52;5.5
5.745076142131978,14.835634517766499,12259695.431472082,0.22401015228426413,137.68951495105767,18.0,2184.1926542645165,196.0,141.89642275144035,936.814350080556,3.770989179611206,8,1995,197,48;0
5.390095238095238,13.795095238095238,12697571.42857143,0.2362428571428573,133.1792713584499,24.0,2542.594800974669,209.0,174.098057599324,1010.9574144358716,4.79846715927124,12,1995,210,52;5.5
5.014251207729469,14.979275362318841,13128309.178743962,0.15356038647343004,133.5691638349524,14.0,2060.54069310126,182.12285295354724,-66.04195175605275,577.5893935602676,2.559556484222412,6,1996,207,48;0
3.473819742489271,12.813776824034335,12565150.214592274,0.11714163090128768,126.31002100228639,6.0,1370.2792602883017,188.46294093190934,12.546885859947395,460.94316414172096,1.9855477809906006,2,1996,233,52;5.5
5.262686567164179,14.913681592039799,13409850.746268656,0.17628358208955233,132.79094136275958,12.0,1876.2366579555323,180.75918141938598,54.1322987334666,679.6199694022644,2.047048330307007,4,1997,201,48;0
4.583953488372094,13.547209302325587,12322511.627906976,0.1834,133.2135428815795,14.0,2159.4444589126692,208.55991425096124,62.88211108313068,783.2817901945446,2.61142897605896,5,1997,215,52;5.5
5.846900000000001,14.906550000000008,13200750.0,0.19047,138.31513147986058,20.0,2265.241452422661,192.43005740891024,62.472574129591976,894.968614408967,3.7359089851379395,6,1998,200,48;0
5.869068627450981,14.020735294117642,11588627.450980391,0.2467401960784313,139.2201469265903,18.0,2116.9147729184583,203.0,91.06247001817846,859.1946306753013,3.8254406452178955,7,1998,204,52;5.5
6.283897435897434,14.98123076923077,13040564.102564102,0.2137487179487181,136.31344778355717,16.0,2200.4477281872523,194.0,156.4245786148883,920.9119356524507,3.589245557785034,5,1999,195,48;0
5.667548076923078,13.805673076923082,13063028.846153846,0.2151826923076923,136.14824332949993,20.0,2417.2445151885568,207.0,159.7201220858734,1001.7502903506262,4.2309136390686035,8,1999,208,52;5.5
5.772598039215687,14.480196078431375,12551764.705882354,0.19704411764705884,140.6325249029245,16.0,2209.151304599746,203.0,144.99544461907215,892.9912810107347,3.2785401344299316,5,2000,204,48;0
5.694038461538463,13.842403846153854,11832163.461538462,0.24762019230769233,141.4840764306917,20.0,2197.312410518074,207.0,129.5542401724905,948.9094098988122,4.1398024559021,9,2000,208,52;5.5
5.870098522167489,14.297487684729061,12516009.852216749,0.260270935960591,139.26930599096747,20.0,2316.3684002208634,202.0,144.2949852980951,1009.7703823807958,4.155161380767822,9,2001,203,48;0
5.189216589861751,13.246175115207375,12988248.847926266,0.22409216589861752,129.55759098078954,22.0,2566.381778401168,216.0,131.05571291599858,958.7272916703746,4.2994561195373535,10,2001,217,52;5.5
5.889346733668343,15.090954773869344,12843266.33165829,0.16872361809045228,143.78653502225058,12.0,2092.3651414514115,190.29568202487627,64.22067688994649,799.4362561585415,2.6132969856262207,4,2002,199,48;0
5.6714975845410605,13.85202898550725,12251739.130434783,0.2373333333333331,138.90427027444602,18.0,2310.5765006150164,206.0,125.9756021776534,853.4435103640321,3.9696505069732666,9,2002,207,52;5.5
5.429846938775509,15.265714285714285,13913367.346938776,0.13870918367346932,121.52628082531388,10.0,1585.2471296942917,153.35403315515444,-9.204025954436872,525.6199628469097,1.8795156478881836,4,2003,196,48;0
4.783857142857142,14.119619047619057,13388952.38095238,0.1834904761904761,124.33241165362806,18.0,2297.6898397731675,200.03839753440013,52.23483490065223,803.7674625929968,2.989712715148926,7,2003,210,52;5.5
5.380098522167487,14.924334975369463,13748275.862068966,0.15527093596059124,133.38149550298644,16.0,1822.1297233889175,157.2268853841769,-63.68075660986261,424.2168865552204,2.9204838275909424,6,2004,203,48;0
5.28953488372093,13.744837209302325,12329627.906976745,0.21685581395348844,137.8595098321827,20.0,2331.1154595903145,213.13165908244778,146.3875782985018,913.1344040423895,3.652702569961548,10,2004,215,52;5.5
