TMIN,TMAX,IRRAD,RAIN,DVS,fertilizer,TGROWTHr,TRANRF,WLL,reward,WSO,val,nevents,year,ndays,location
6.14382978723404,15.8634574468085,12970585.106383,0.141154255319149,137.275986896887,10,1529.92885871904,139.534315506964,700.738081581382,-43.3030104865917,363.724599153271,2.24266743659973,4,1990,188,48;0
5.61585365853659,14.183756097561,12845853.6585366,0.189765853658537,143.713915037627,18,2382.97597330264,203.970890492696,0.74131659228868,121.788705577,905.861273855648,3.59212255477905,8,1990,205,52;5.5
5.03128078817734,15.1926600985222,12830098.5221675,0.112822660098522,131.861949389694,10,1122.70879905753,137.404443188849,1249.25159771261,-41.3806377925656,247.997837712954,2.58596777915955,4,1991,203,48;0
4.57511312217195,13.2531674208145,12498325.7918552,0.161307692307692,135.883615378842,14,2024.6602254178,198.171979728896,502.079732640893,113.998692976386,789.60076163601,2.97884225845337,5,1991,221,52;5.5
5.31884422110553,15.6953266331658,12877537.6884422,0.119226130653266,122.715313787743,4,1137.91913928758,144.704718846479,1183.49727626263,10.3622930873673,342.884665406151,2.16271209716797,2,1992,199,48;0
5.51057971014493,14.0046859903382,12591787.4396135,0.183507246376812,127.937444821597,16,2228.21903868889,202.514409725987,81.2107087761823,98.5744973725413,888.101467422659,2.98474097251892,7,1992,207,52;5.5
5.6880303030303,15.2343939393939,12517575.7575758,0.177732323232323,137.835759694581,10,1880.80603764179,184.536977766099,289.782843683669,74.1076998417583,758.943927122673,2.72172975540161,4,1993,198,48;0
5.18328571428572,14.1064285714286,12292095.2380952,0.177,137.533848682774,12,1771.63358459023,184.303131747527,556.812418411186,11.5370547844216,608.964514871613,1.60332036018372,4,1993,210,52;5.5
6.12764102564103,15.1545641025641,13444153.8461538,0.215435897435897,136.687063376897,18,2326.81850256503,194,0.180654226866835,176.50458809194,1019.01146217717,4.06065464019775,6,1994,195,48;0
5.17454976303318,13.6793838862559,12796303.3175355,0.210838862559242,127.024051710684,22,2474.78972526132,210,0.135064598860346,167.423273541198,973.732416939771,4.87269401550293,6,1994,211,52;5.5
5.74507614213198,14.8356345177665,12259695.4314721,0.224010152284264,137.689514951058,22,2221.26936212243,196,0.199401363617167,138.113444972147,973.031372301263,4.5805196762085,7,1995,197,48;0
5.39009523809524,13.7950952380952,12697571.4285714,0.236242857142857,133.17927135845,24,2540.87554248707,209,0.0340857031824218,172.32180764096,1009.18116447751,5.02471351623535,7,1995,210,52;5.5
5.01425120772947,14.9792753623188,13128309.178744,0.15356038647343,133.569163834952,16,2073.51942213277,181.419345113859,436.180324573165,-79.5032588981871,584.232703807515,3.44967269897461,5,1996,207,48;0
3.47381974248927,12.8137768240343,12565150.2145923,0.117141630901288,126.310021002286,8,1389.71046067163,187.862617471364,941.500367284067,9.50223674335253,478.025905168774,2.29165363311768,3,1996,233,52;5.5
5.26268656716418,14.9136815920398,13409850.7462687,0.176283582089552,132.79094136276,10,1863.51697182348,180.655892131016,525.499909932525,57.1718453015,662.680135636035,2.34043598175049,5,1997,201,48;0
4.58395348837209,13.5472093023256,12322511.627907,0.1834,133.21354288158,12,2133.7533465833,208.642642890492,155.233820292111,55.0879125377704,755.529455614477,2.16299343109131,4,1997,215,52;5.5
5.8469,14.90655,13200750,0.19047,138.315131479861,18,2248.9040640955,193.108710639763,106.375197813312,66.3974361552991,878.893476434674,3.28901600837708,6,1998,200,48;0
5.86906862745098,14.0207352941176,11588627.4509804,0.246740196078431,139.22014692659,20,2134.59039979005,203,0.0843621153764939,88.3236008000207,876.455761457144,3.99346423149109,7,1998,204,52;5.5
6.28389743589743,14.9812307692308,13040564.1025641,0.213748717948718,136.313447783557,18,2225.58706900396,194,0.177245656548593,160.347690001666,944.835047039229,4.05133533477783,8,1999,195,48;0
5.66754807692308,13.8056730769231,13063028.8461538,0.215182692307692,136.1482433295,20,2423.19820361889,207,0.138047097888808,163.275483713287,1005.30565197804,4.47128629684448,7,1999,208,52;5.5
5.77259803921569,14.4801960784314,12551764.7058824,0.197044117647059,140.632524902925,16,2221.02997152065,203,0.116743533399795,146.871235943727,894.867072335389,3.38712120056152,5,2000,204,48;0
